"id","user_id","news_id","date","headline_sentiment","headline_polarity","sentence1_sentiment","sentence1_polarity","sentence2_sentiment","sentence2_polarity","sentence3_sentiment","sentence3_polarity","general_sentiment","general_polarity"
"117","9","3379","2025-06-27 14:41:24.840631","6","2","6","2","1","1","1","1","1","1"
"118","9","85","2025-06-27 14:45:54.899752","2","3","2","3","5","2","5","3","2","3"
"119","9","1954","2025-06-27 14:47:55.475113","6","1","6","1","1","1","1","1","6","1"
"120","9","3474","2025-06-27 14:49:09.322337","1","1","1","1","8","2","1","1","1","1"
"121","9","2160","2025-06-27 14:50:38.596948","6","1","1","1","1","1","1","1","1","1"
"122","9","215","2025-06-27 14:52:57.133439","3","3","3","3","4","3","3","3","3","3"
"123","10","1727","2025-06-27 16:03:54.220893","7","2","1","1","1","1","5","2","1","2"
"124","10","4373","2025-06-27 16:04:30.083028","6","3","2","3","2","3","2","3","2","3"
"125","10","2745","2025-06-27 16:04:38.511475","6","3","2","3","2","3","2","3","2","3"
"126","10","2060","2025-06-27 16:04:54.25061","2","3","2","3","2","3","2","3","2","3"
"127","10","3115","2025-06-27 16:05:03.089193","2","3","2","3","2","3","2","3","2","3"
"128","10","226","2025-06-27 16:05:09.466155","2","3","2","3","2","3","2","3","2","3"
"129","10","1763","2025-06-27 16:05:21.441034","2","3","2","3","2","3","2","3","2","3"
"130","10","2417","2025-06-27 16:05:39.216926","8","3","2","3","2","3","2","3","8","2"
"131","10","1104","2025-06-27 16:05:55.024008","4","3","2","3","2","3","2","3","4","2"
"132","10","744","2025-06-27 16:06:06.134579","4","3","2","3","2","3","2","3","4","2"
"133","10","2069","2025-06-27 16:06:17.829549","4","3","2","3","2","3","2","3","4","2"
"134","10","4729","2025-06-27 16:06:29.917643","4","3","2","3","2","3","2","3","4","2"
"135","10","4830","2025-06-27 16:06:39.472558","4","3","2","3","2","3","2","3","4","2"
"136","10","2716","2025-06-27 16:06:50.258207","4","3","2","3","2","3","2","3","4","2"
"137","10","1771","2025-06-27 16:07:33.361598","6","2","1","1","1","2","5","3","1","1"
"138","10","1771","2025-06-27 16:07:35.32286","6","2","1","1","1","2","5","3","1","1"
"139","10","1771","2025-06-27 16:07:38.862613","6","2","1","1","1","2","5","3","1","1"
"140","10","1771","2025-06-27 16:07:41.951139","6","2","1","1","1","2","5","3","1","1"
"141","10","1493","2025-06-27 16:08:02.7668","6","2","2","3","2","3","5","3","4","3"
"142","10","4239","2025-06-27 16:08:15.75051","6","2","2","3","2","3","5","3","4","3"
"143","10","4629","2025-06-27 16:09:03.953458","2","3","1","1","1","1","1","1","1","1"
"144","1","264","2025-06-27 16:12:46.393227","1","1","6","1","1","1","1","1","1","1"
"145","10","3914","2025-06-27 16:13:15.112186","4","3","2","3","4","3","4","3","4","3"
"146","10","472","2025-06-27 16:13:33.258834","4","3","2","3","4","3","4","3","4","3"
"147","10","4002","2025-06-27 16:13:40.669641","4","3","2","3","4","3","4","3","4","3"
"148","10","523","2025-06-27 16:14:01.39163","4","3","2","3","4","3","4","3","4","3"
"149","10","31","2025-06-27 16:14:12.185022","4","3","2","3","4","3","4","3","4","3"
"150","10","1440","2025-06-27 16:14:25.825687","4","3","2","3","4","3","4","3","4","3"
"151","10","2325","2025-06-27 16:14:34.508561","4","3","2","3","4","3","4","3","4","3"
"152","10","553","2025-06-27 16:14:42.509388","4","3","2","3","4","3","4","3","4","3"
"153","10","839","2025-06-27 16:14:54.856166","4","3","2","3","4","3","4","3","4","3"
"154","10","3479","2025-06-27 16:16:00.306985","6","2","2","3","1","1","4","3","5","3"
"155","7","2201","2025-06-27 16:21:50.373484","6","1","6","1","1","1","8","3","6","1"
"156","7","2347","2025-06-27 16:22:02.919885","6","1","6","1","1","1","8","3","6","1"
"157","7","4824","2025-06-27 16:22:21.792233","6","1","6","1","1","1","8","3","6","1"
"158","7","3755","2025-06-27 16:22:41.527206","6","1","6","1","1","1","8","3","6","1"
"159","7","3960","2025-06-27 16:25:06.509494","1","1","6","3","4","3","1","1","1","1"
"160","7","2621","2025-06-27 16:28:11.650281","8","2","8","2","1","1","1","1","1","1"
"161","7","1701","2025-06-27 16:31:14.430462","1","1","1","1","1","1","6","1","1","1"
"162","7","503","2025-06-27 16:34:22.279936","6","2","1","1","1","1","8","2","1","1"
"163","7","1209","2025-06-27 16:45:36.69534","6","1","1","1","8","2","7","3","7","1"
"164","7","2263","2025-06-27 16:46:27.586227","1","1","1","1","1","1","1","1","1","1"
"165","7","3316","2025-06-27 17:06:24.888761","1","1","4","3","1","1","1","1","1","1"
"166","7","4181","2025-06-27 17:07:07.059393","6","3","4","3","2","3","2","3","2","3"
"167","7","95","2025-06-27 17:10:22.222495","1","1","4","3","1","1","4","3","1","1"
"168","9","2227","2025-06-27 17:13:23.536727","6","1","1","1","1","1","5","2","1","1"
"169","9","2892","2025-06-27 17:16:04.082976","4","3","2","3","2","3","5","3","2","3"
"170","9","612","2025-06-27 17:25:36.645941","5","3","5","3","5","3","5","3","5","3"
"171","9","3034","2025-06-27 17:28:17.479824","6","2","6","1","1","1","1","1","1","1"
"172","9","4664","2025-06-27 17:29:20.513305","6","1","1","1","1","1","5","3","1","1"
"173","9","149","2025-06-27 17:33:52.600753","6","3","4","3","4","3","5","3","4","3"
"174","9","4091","2025-06-27 17:36:24.494326","1","1","1","1","1","1","1","1","1","1"
"175","9","2050","2025-06-27 17:42:40.306618","2","3","5","3","2","3","2","3","2","3"
"176","9","2783","2025-06-27 17:43:55.497784","6","2","1","1","1","1","8","2","1","1"
"177","9","1161","2025-06-27 17:45:14.645016","4","3","5","3","2","3","5","3","2","3"
"178","9","4391","2025-06-27 17:47:01.665772","5","3","6","3","5","3","5","3","5","3"
"179","7","3277","2025-06-27 18:15:46.480599","1","1","1","1","1","1","1","1","1","1"
"180","7","1555","2025-06-27 18:18:00.931699","8","2","8","1","1","1","8","2","8","1"
"181","7","3949","2025-06-27 18:19:44.988068","8","2","8","2","2","3","1","1","1","1"
"182","7","4813","2025-06-27 18:30:07.775165","4","3","4","3","2","3","4","3","4","3"
"183","7","3985","2025-06-27 18:41:26.06911","1","1","1","1","1","1","4","3","4","3"
"184","7","1358","2025-06-27 18:44:51.087562","5","3","8","2","1","1","2","3","5","3"
"185","4","367","2025-06-27 19:53:16.970241","1","1","1","1","1","1","1","2","1","1"
"186","4","1541","2025-06-27 19:54:25.882545","5","2","1","1","1","1","1","1","1","1"
"187","4","4558","2025-06-27 19:56:56.087246","8","2","2","3","4","3","1","1","8","2"
"188","4","696","2025-06-27 19:58:41.942566","4","3","2","3","6","2","1","1","6","1"
"189","4","1349","2025-06-27 19:59:53.708994","1","1","1","1","1","1","1","1","1","1"
"190","4","4650","2025-06-27 20:01:29.411402","8","1","6","2","5","1","1","1","6","1"
"191","4","3927","2025-06-27 20:03:24.094005","1","1","6","1","1","1","1","1","6","1"
"192","4","2278","2025-06-27 20:04:38.858858","1","1","1","1","5","2","1","1","1","1"
"193","4","988","2025-06-27 20:06:42.194097","6","2","6","2","6","2","6","1","6","2"
"194","4","750","2025-06-27 20:09:09.025858","1","1","1","1","6","1","6","1","6","1"
"195","4","87","2025-06-27 20:10:39.47934","8","1","2","3","2","3","2","3","2","3"
"196","4","4208","2025-06-27 20:11:45.162873","2","1","2","3","5","3","2","3","2","3"
"197","4","336","2025-06-27 20:14:31.696376","6","1","1","1","6","1","6","1","6","1"
"198","6","1667","2025-06-27 20:15:28.835961","1","1","1","1","1","1","8","1","1","1"
"199","6","286","2025-06-27 20:15:35.481472","1","1","1","1","1","1","8","1","1","1"
"200","4","1939","2025-06-27 20:16:09.713577","2","3","2","3","6","3","6","1","2","3"
"201","6","3518","2025-06-27 20:17:48.515664","1","1","1","1","1","1","8","1","1","1"
"202","6","3600","2025-06-27 20:17:57.878604","1","1","1","1","1","1","8","1","1","1"
"203","6","870","2025-06-27 20:18:14.952944","1","1","1","1","1","1","8","1","1","1"
"204","6","687","2025-06-27 20:21:10.939148","1","2","2","3","2","3","2","3","2","3"
"205","6","1501","2025-06-27 20:24:21.883836","1","2","1","1","1","1","1","1","1","1"
"206","6","811","2025-06-27 20:27:43.063443","5","3","2","3","2","3","1","1","1","1"
"207","6","4409","2025-06-27 20:30:10.434809","1","1","1","2","2","3","1","1","1","1"
"208","6","2391","2025-06-27 20:31:54.601554","6","1","1","1","1","1","1","1","1","1"
"209","6","1359","2025-06-27 20:38:09.372748","1","1","1","1","2","3","5","3","1","1"
"210","6","1096","2025-06-27 20:43:01.481926","1","1","1","1","1","1","2","3","1","1"
"211","6","3392","2025-06-27 20:46:32.668339","2","3","2","3","2","3","1","1","2","3"
"212","6","1685","2025-06-27 20:49:45.537318","1","1","8","2","1","2","2","3","2","3"
"213","6","1985","2025-06-27 20:54:07.885421","2","3","5","3","2","3","2","2","2","3"
"214","6","910","2025-06-27 20:55:29.705236","2","3","5","3","2","2","8","2","2","3"
"215","7","2572","2025-06-27 22:32:42.547373","6","2","1","1","1","1","5","1","1","1"
"216","7","3195","2025-06-27 22:35:03.470391","5","3","5","3","5","3","2","3","5","3"
"217","11","1633","2025-06-27 22:36:42.403749","1","1","4","2","1","1","6","3","6","3"
"218","7","2739","2025-06-27 22:37:13.905472","8","2","8","2","8","2","1","1","8","2"
"219","7","468","2025-06-27 22:40:06.577413","5","3","5","3","5","3","1","1","5","3"
"220","7","2207","2025-06-27 22:41:57.816225","1","1","1","1","1","1","1","1","1","1"
"221","7","2740","2025-06-27 22:44:11.85375","5","3","5","3","5","3","8","2","5","3"
"222","11","115","2025-06-27 22:46:19.238236","5","3","1","1","1","2","5","3","5","3"
"223","3","282","2025-06-27 22:59:33.427948","5","3","5","3","5","3","5","3","5","3"
"224","3","4841","2025-06-27 23:03:05.992854","2","3","1","1","5","3","1","1","1","1"
"225","3","1646","2025-06-27 23:09:03.497592","5","3","5","3","4","3","5","3","5","3"
"226","3","2820","2025-06-27 23:12:54.877049","1","1","2","3","1","1","5","3","5","3"
"227","11","1720","2025-06-27 23:13:13.070112","5","3","5","3","2","3","5","3","5","3"
"228","11","2813","2025-06-27 23:13:21.949055","5","3","5","3","2","3","5","3","5","3"
"229","7","1794","2025-06-27 23:20:35.986403","5","3","5","2","5","3","5","1","5","3"
"230","7","2139","2025-06-27 23:20:43.680305","5","3","5","2","5","3","5","1","5","3"
"231","11","1176","2025-06-27 23:21:17.237035","2","3","2","3","2","3","8","2","2","3"
"232","11","1231","2025-06-27 23:23:02.46034","1","1","1","1","1","1","1","1","1","1"
"233","7","3929","2025-06-27 23:23:11.636081","1","1","1","1","1","1","2","1","1","1"
"234","3","2525","2025-06-27 23:25:27.767777","5","3","2","3","5","3","8","2","8","3"
"235","11","3369","2025-06-27 23:25:37.528332","8","2","8","2","1","1","1","1","8","1"
"236","11","1559","2025-06-27 23:28:32.702345","1","1","1","2","1","1","8","2","1","1"
"237","11","2486","2025-06-27 23:30:53.620384","5","3","5","3","5","3","5","3","5","3"
"238","7","925","2025-06-27 23:32:31.728631","8","2","8","2","1","1","8","1","1","1"
"239","7","3411","2025-06-27 23:34:24.764076","2","3","2","3","2","3","1","1","8","1"
"240","4","1643","2025-06-27 23:45:39.364394","2","3","2","3","6","1","5","3","2","3"
"241","4","917","2025-06-27 23:48:44.776182","6","2","1","1","2","3","1","1","1","1"
"242","4","725","2025-06-27 23:51:19.506885","4","3","4","3","4","3","8","2","4","3"
"243","11","1","2025-06-27 23:53:13.948547","5","3","5","3","5","3","5","3","5","3"
"244","4","1714","2025-06-27 23:53:57.362151","6","3","3","3","8","2","6","2","6","2"
"245","4","2891","2025-06-28 15:11:52.062859","5","2","5","2","1","1","1","1","5","2"
"246","4","144","2025-06-28 15:13:21.301171","6","2","5","2","6","1","1","1","5","1"
"247","4","1458","2025-06-28 15:14:43.951273","8","2","5","2","5","2","1","1","5","2"
"248","4","1722","2025-06-28 15:16:57.494438","6","1","1","1","1","1","1","1","6","1"
"249","11","3858","2025-06-28 17:58:26.472289","3","3","3","3","3","3","1","1","3","3"
"250","11","3749","2025-06-28 18:03:47.107965","1","1","1","1","1","1","8","2","1","1"
"251","11","4508","2025-06-28 18:05:44.128509","1","1","1","1","1","1","2","3","1","1"
"252","11","2334","2025-06-28 18:10:41.628195","5","3","1","1","5","3","5","2","5","3"
"253","11","1645","2025-06-28 18:14:20.20616","1","1","1","1","1","1","1","1","1","1"
"254","11","3585","2025-06-28 18:15:50.046892","1","1","8","2","1","1","1","1","1","1"
"255","11","568","2025-06-28 18:20:44.100311","1","1","1","1","1","1","8","2","1","1"
"256","11","3367","2025-06-28 18:22:42.808362","2","3","2","3","2","3","1","1","2","3"
"257","11","4043","2025-06-28 18:25:23.602157","2","3","5","3","5","3","5","3","5","3"
"258","11","4093","2025-06-28 18:32:01.64364","2","3","7","3","7","3","5","3","7","3"
"259","14","3347","2025-06-28 18:32:45.547349","1","1","1","1","8","2","1","1","1","1"
"260","14","2963","2025-06-28 18:35:43.478494","1","1","1","1","4","3","5","3","5","2"
"261","11","1297","2025-06-28 18:38:47.380738","5","3","1","1","1","1","5","3","5","3"
"262","14","2156","2025-06-28 18:39:40.313861","1","1","5","2","5","2","5","2","5","2"
"263","11","625","2025-06-28 18:47:03.631136","2","3","2","3","2","3","5","3","2","3"
"264","14","2267","2025-06-28 18:48:29.84002","8","2","5","3","8","2","2","3","8","3"
"265","11","4022","2025-06-28 18:50:04.70114","5","3","5","3","5","3","5","3","5","3"
"266","14","128","2025-06-28 18:54:05.431872","8","2","8","2","1","1","1","1","1","1"
"267","14","2192","2025-06-28 18:56:49.902775","2","3","2","3","5","2","2","1","2","3"
"268","14","770","2025-06-28 19:00:00.822032","2","3","2","3","2","3","8","1","2","3"
"269","14","767","2025-06-28 19:03:01.282259","2","3","5","3","5","2","1","1","5","2"
"270","15","4349","2025-06-28 19:04:33.483709","6","2","8","2","6","2","8","2","8","2"
"271","15","4804","2025-06-28 19:05:18.478391","2","3","2","3","2","3","2","3","2","3"
"272","14","848","2025-06-28 19:05:49.136361","5","2","5","2","5","2","5","2","5","2"
"273","15","102","2025-06-28 19:06:06.290658","2","3","2","3","2","3","2","3","2","3"
"274","11","3552","2025-06-28 19:06:24.132504","1","1","1","1","1","1","1","1","1","1"
"275","15","1102","2025-06-28 19:07:24.904026","7","3","7","3","7","3","7","3","7","3"
"276","15","3588","2025-06-28 19:08:21.945979","5","2","8","2","8","2","6","2","6","2"
"277","15","3033","2025-06-28 19:09:00.089444","1","1","1","1","1","1","1","1","1","1"
"278","14","3652","2025-06-28 19:09:02.659666","2","3","2","3","7","3","2","3","2","3"
"279","11","3942","2025-06-28 19:09:14.236904","5","3","5","3","2","3","5","3","5","3"
"280","15","3890","2025-06-28 19:09:38.794309","1","1","1","1","1","1","1","1","2","1"
"281","15","2730","2025-06-28 19:10:51.587377","6","2","6","2","6","1","6","2","6","2"
"282","11","4431","2025-06-28 19:12:03.915888","2","3","5","3","2","3","2","3","2","3"
"283","15","1780","2025-06-28 19:12:04.938172","5","2","5","2","6","2","1","1","6","2"
"284","15","1295","2025-06-28 19:12:54.522877","7","3","7","3","7","3","2","2","2","3"
"285","15","3174","2025-06-28 19:13:40.027528","2","3","2","3","2","3","2","3","2","3"
"286","11","4074","2025-06-28 19:14:33.736347","1","1","1","1","1","1","5","3","1","1"
"287","11","192","2025-06-28 19:19:24.675554","8","2","1","1","8","2","1","1","1","1"
"288","11","2576","2025-06-28 19:23:11.892788","2","3","5","3","1","1","1","1","1","1"
"289","3","2343","2025-06-28 21:19:22.243505","1","1","1","1","1","1","1","1","1","1"
"290","3","786","2025-06-28 21:49:52.888002","1","1","1","1","1","1","1","1","1","1"
"291","3","2591","2025-06-28 21:59:09.542597","1","1","1","1","1","1","2","3","1","1"
"292","3","3896","2025-06-28 22:03:01.656859","5","3","5","3","5","3","5","3","5","3"
"293","3","4293","2025-06-28 22:08:01.403395","4","3","4","3","4","3","4","3","4","3"
"294","18","1025","2025-06-29 01:45:46.087326","1","1","1","1","1","1","1","1","1","1"
"295","18","3679","2025-06-29 01:48:05.557786","1","1","1","1","1","1","8","2","1","1"
"296","18","4649","2025-06-29 01:50:34.44741","1","1","1","1","1","1","8","2","1","1"
"297","18","217","2025-06-29 01:52:17.058315","1","1","1","1","1","1","8","2","1","1"
"298","18","1696","2025-06-29 01:54:04.319057","6","3","6","3","5","3","5","3","6","3"
"299","18","3739","2025-06-29 02:00:10.265417","2","3","2","3","8","2","8","2","2","3"
"300","18","2358","2025-06-29 02:03:08.132169","1","1","1","1","2","3","1","1","1","1"
"301","18","3360","2025-06-29 02:04:09.256376","1","1","1","1","1","1","1","1","1","1"
"302","6","3666","2025-06-29 02:12:54.944686","5","2","2","3","2","3","2","3","2","3"
"303","6","953","2025-06-29 02:14:07.882225","1","1","1","1","1","2","8","2","1","1"
"304","6","3321","2025-06-29 02:20:30.137246","2","3","2","3","5","3","1","2","2","3"
"305","6","672","2025-06-29 02:23:41.59761","8","3","8","1","1","1","1","1","1","1"
"306","6","2001","2025-06-29 02:25:48.42831","2","3","2","2","2","2","5","2","2","2"
"307","6","4433","2025-06-29 02:28:27.665661","5","3","2","3","2","2","1","1","2","2"
"308","6","1395","2025-06-29 02:31:19.771401","5","3","1","1","1","1","1","1","1","1"
